flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,223,111050,54,0.002003
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,224,112498,1448,0.003999
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,225,113946,1448,0.002998
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,226,114006,60,0.057002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,227,114066,60,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,228,114120,54,0.006002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,229,115568,1448,0.002999
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,230,115622,54,0.008001
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,231,115714,92,0.006999
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,232,117162,1448,0.012002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,233,117222,60,0.034
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,234,117276,54,0.007
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,235,117615,339,0.003
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,236,117675,60,0.07
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,237,118462,787,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,238,118516,54,0.006
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,239,118792,276,0.023158
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,240,118877,85,0.001
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,241,118931,54,0.024159
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,242,119579,648,0.027
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,243,119664,85,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,244,119888,224,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,245,119973,85,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,246,120027,54,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,247,120897,870,0.079157
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,248,121121,224,0.035999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,249,121206,85,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,250,121419,213,0.002002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,251,121537,118,0.001999
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,252,122985,1448,0.010002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,253,123039,54,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,254,123516,477,0.012001
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,255,123634,118,0.002001
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,256,123688,54,0.004
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,257,123890,202,0.016999
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,258,125245,1355,0.01658
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,259,125417,172,0.104578
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,260,126268,851,0.029582
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,261,126322,54,0.012002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,262,127169,847,0.004
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,263,128074,905,0.001997
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,264,128922,848,0.003003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,265,129789,867,0.001997
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,266,130644,855,0.003004
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,267,130816,172,0.076004
