flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
111.6.56.83:443->172.20.92.191:59849,知乎,293,258261,1448,0.004001
111.6.56.83:443->172.20.92.191:59849,知乎,294,258315,54,0.002003
111.6.56.83:443->172.20.92.191:59849,知乎,295,259763,1448,0.004996
111.6.56.83:443->172.20.92.191:59849,知乎,296,261211,1448,0.002862
111.6.56.83:443->172.20.92.191:59849,知乎,297,262659,1448,0.01322
111.6.56.83:443->172.20.92.191:59849,知乎,298,264107,1448,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,299,264161,54,0.001999
111.6.56.83:443->172.20.92.191:59849,知乎,300,265609,1448,0.005999
111.6.56.83:443->172.20.92.191:59849,知乎,301,267057,1448,0.002
111.6.56.83:443->172.20.92.191:59849,知乎,302,268505,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,303,269953,1448,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,304,270007,54,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,305,271455,1448,0.002
111.6.56.83:443->172.20.92.191:59849,知乎,306,272903,1448,0.002955
111.6.56.83:443->172.20.92.191:59849,知乎,307,272969,66,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,308,274417,1448,0.002892
111.6.56.83:443->172.20.92.191:59849,知乎,309,275865,1448,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,310,275931,66,0.002
111.6.56.83:443->172.20.92.191:59849,知乎,311,275985,54,0.00232
111.6.56.83:443->172.20.92.191:59849,知乎,312,277433,1448,0.002969
111.6.56.83:443->172.20.92.191:59849,知乎,313,278881,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,314,280329,1448,0.003002
111.6.56.83:443->172.20.92.191:59849,知乎,315,281777,1448,0.002998
111.6.56.83:443->172.20.92.191:59849,知乎,316,283225,1448,0.002
111.6.56.83:443->172.20.92.191:59849,知乎,317,284673,1448,0.004001
111.6.56.83:443->172.20.92.191:59849,知乎,318,286121,1448,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,319,287569,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,320,289017,1448,0.005002
111.6.56.83:443->172.20.92.191:59849,知乎,321,290465,1448,0.002998
111.6.56.83:443->172.20.92.191:59849,知乎,322,291913,1448,0.002001
111.6.56.83:443->172.20.92.191:59849,知乎,323,293361,1448,0.003003
111.6.56.83:443->172.20.92.191:59849,知乎,324,294809,1448,0.003996
111.6.56.83:443->172.20.92.191:59849,知乎,325,296257,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,326,297705,1448,0.003004
111.6.56.83:443->172.20.92.191:59849,知乎,327,299153,1448,0.002996
111.6.56.83:443->172.20.92.191:59849,知乎,328,300601,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,329,300667,66,0.002001
111.6.56.83:443->172.20.92.191:59849,知乎,330,300733,66,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,331,300787,54,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,332,302235,1448,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,333,303683,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,334,303737,54,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,335,305185,1448,0.004
111.6.56.83:443->172.20.92.191:59849,知乎,336,306633,1448,0.004001
111.6.56.83:443->172.20.92.191:59849,知乎,337,306687,54,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,338,308135,1448,0.004
111.6.56.83:443->172.20.92.191:59849,知乎,339,308201,66,0.004069
111.6.56.83:443->172.20.92.191:59849,知乎,340,309649,1448,0.003802
111.6.56.83:443->172.20.92.191:59849,知乎,341,311097,1448,0.003468
111.6.56.83:443->172.20.92.191:59849,知乎,342,312545,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,343,313993,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,344,315441,1448,0.004003
111.6.56.83:443->172.20.92.191:59849,知乎,345,315495,54,0.002998
111.6.56.83:443->172.20.92.191:59849,知乎,346,316943,1448,0.004001
111.6.56.83:443->172.20.92.191:59849,知乎,347,318391,1448,0.003997
111.6.56.83:443->172.20.92.191:59849,知乎,348,318457,66,0.004001
111.6.56.83:443->172.20.92.191:59849,知乎,349,319905,1448,0.004
