flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
112.34.113.250:443->172.20.92.191:62142,百度贴吧,15,8744,1414,0.001999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,16,9413,669,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,17,10827,1414,0.003
112.34.113.250:443->172.20.92.191:62142,百度贴吧,18,12241,1414,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,19,13655,1414,0.003001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,20,13721,66,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,21,13787,66,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,22,13853,66,0.001997
112.34.113.250:443->172.20.92.191:62142,百度贴吧,23,13919,66,0.001999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,24,15333,1414,0.002001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,25,16747,1414,0.013
112.34.113.250:443->172.20.92.191:62142,百度贴吧,26,16801,54,0.002001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,27,18063,1262,0.004999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,28,19477,1414,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,29,19543,66,0.003001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,30,19609,66,0.002002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,31,21023,1414,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,32,22437,1414,0.003
112.34.113.250:443->172.20.92.191:62142,百度贴吧,33,23851,1414,0.002997
112.34.113.250:443->172.20.92.191:62142,百度贴吧,34,25265,1414,0.002002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,35,25331,66,0.002002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,36,25397,66,0.001997
112.34.113.250:443->172.20.92.191:62142,百度贴吧,37,26811,1414,0.003002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,38,28225,1414,0.003
112.34.113.250:443->172.20.92.191:62142,百度贴吧,39,28291,66,0.002001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,40,28345,54,0.001999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,41,29759,1414,0.001997
112.34.113.250:443->172.20.92.191:62142,百度贴吧,42,30751,992,0.018003
112.34.113.250:443->172.20.92.191:62142,百度贴吧,43,30805,54,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,44,31971,1166,0.354693
112.34.113.250:443->172.20.92.191:62142,百度贴吧,45,32031,60,0.036299
112.34.113.250:443->172.20.92.191:62142,百度贴吧,46,33445,1414,0.042052
112.34.113.250:443->172.20.92.191:62142,百度贴吧,47,34859,1414,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,48,34940,81,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,49,35006,66,0.001999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,50,35072,66,0.002001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,51,36486,1414,0.001998
112.34.113.250:443->172.20.92.191:62142,百度贴吧,52,37900,1414,0.003002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,53,37966,66,0.002997
112.34.113.250:443->172.20.92.191:62142,百度贴吧,54,39380,1414,0.002999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,55,40794,1414,0.01
112.34.113.250:443->172.20.92.191:62142,百度贴吧,56,41499,705,0.002002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,57,41553,54,0.001999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,58,41607,54,0.319
112.34.113.250:443->172.20.92.191:62142,百度贴吧,59,41667,60,0.004
112.34.113.250:443->172.20.92.191:62142,百度贴吧,60,41752,85,0.002001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,61,41812,60,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,62,41866,54,0.001999
